,id,popularity,title,vote_average,vote_count
2736,11601,8.716,Stir of Echoes,6.7,527
2737,18621,3.422,Best Laid Plans,6.1,54
2738,1075,5.558,"Black Cat, White Cat",7.8,268
2739,21719,1.677,The Minus Man,6.2,29
2746,26522,4.114,A Soldier's Story,6.6,73
2747,23761,4.134,Alice Sweet Alice,6.5,90
2748,24097,1.835,Don't Look in the Basement,5.0,28
2751,12105,5.404,Yellow Submarine,7.2,184
2752,14,14.781,American Beauty,8.0,6103
2753,24128,3.524,Stop Making Sense,8.6,69
2754,11001,9.003,Blue Streak,6.2,614
2755,10390,7.132,For Love of the Game,6.4,152
2756,9453,8.001,Caligula,5.4,247
2757,704,8.69,A Hard Day's Night,7.3,258
2760,24153,2.228,The Buddy Holly Story,7.4,37
2761,11797,9.676,Fright Night,7.0,485
2762,18086,6.133,Fright Night Part 2,6.2,137
2764,17887,5.078,Barefoot in the Park,7.3,235
2765,10669,7.105,Deliverance,7.4,688
2766,11527,7.824,Excalibur,7.1,403
2769,1049,6.401,Sommersby,6.3,147
2771,11326,6.027,Tommy,6.5,126
2773,10975,10.526,Operation Condor,7.1,179
2774,10974,7.489,Armour of God,6.8,179
2775,10398,7.368,Double Jeopardy,6.3,475
2776,2290,4.963,Jakob the Liar,6.4,147
2777,24071,3.02,Mumford,6.6,42
2780,16112,2.253,The Adventures of Elmo in Grouchland,6.2,30
2782,14429,4.998,Drive Me Crazy,6.0,114
2783,15198,6.335,"Mystery, Alaska",6.2,103
2784,6415,8.866,Three Kings,6.6,1000
2785,24066,3.207,"Happy, Texas",5.6,56
2786,21430,2.859,New Rose Hotel,5.1,41
2787,10381,4.039,Plunkett & MacLeane,6.0,68
2791,5622,1.932,And the Ship Sails On,7.4,33
2792,10349,6.157,The Dark Half,5.8,139
2795,9638,5.825,Phantasm,6.5,262
2796,10576,6.268,Psycho II,6.2,246
2797,12662,7.195,Psycho III,5.5,137
2799,11712,5.037,Sanjuro,8.1,187
2800,12618,7.543,Random Hearts,5.3,120
2801,13824,4.637,Superstar,5.1,130
2802,226,7.583,Boys Don't Cry,7.5,595
2806,10388,6.718,The Limey,6.7,165
2807,17198,2.507,The Mating Habits of the Earthbound Human,6.5,31
2809,9346,6.766,Risky Business,6.5,530
2810,861,12.634,Total Recall,7.2,2718
2811,14412,6.216,Body Heat,7.1,216
2812,9377,13.783,Ferris Bueller's Day Off,7.6,2262
2813,11541,4.896,The Year of Living Dangerously,6.9,139
2814,2457,5.732,Children of Paradise,8.2,128
2815,11901,8.894,High Plains Drifter,7.5,452
2816,4929,9.036,Hang 'em High,6.8,304
2818,11230,7.428,Drunken Master,7.2,301
2819,8416,5.448,The Conformist,7.8,245
2820,11054,5.504,Hairspray,6.7,173
2821,851,6.224,Brief Encounter,7.9,199
2822,24453,1.426,The Razor's Edge,6.8,28
2823,18254,5.166,Reds,7.2,117
2825,20123,5.06,Time of the Gypsies,7.7,105
2826,16642,6.714,Days of Heaven,7.6,375
2827,2593,3.336,The Fire Within,7.8,67
2829,3086,5.662,The Lady Eve,7.4,122
2830,16305,5.844,Sullivan's Travels,7.8,171
2833,19997,6.774,Niagara,6.8,141
2834,3767,7.615,Gilda,7.7,189
2835,17352,3.179,South Pacific,6.5,41
2836,535,7.941,Flashdance,6.3,594
2837,2731,5.113,Indochine,7.2,71
2838,1654,7.241,The Dirty Dozen,7.7,480
2840,14831,4.815,Help!,6.6,118
2841,658,17.404,Goldfinger,7.4,1609
2842,657,17.839,From Russia with Love,7.1,1248
2843,646,21.762,Dr. No,7.0,1522
2844,5689,7.401,The Blue Lagoon,5.9,766
2845,391,11.448,A Fistful of Dollars,7.8,1655
2846,8052,7.422,Hard Eight,6.9,289
2847,772,15.319,Home Alone 2: Lost in New York,6.5,4650
2853,550,20.049,Fight Club,8.4,15417
2855,12220,5.986,The Story of Us,6.1,126
2856,1610,4.855,Fever Pitch,6.5,87
2860,404,6.735,The Straight Story,7.7,593
2864,9343,6.534,Fitzcarraldo,7.7,274
2865,16858,5.219,All That Jazz,7.4,144
2867,11562,5.984,Crimes and Misdemeanors,7.6,355
2868,10496,4.035,Bats,4.2,70
2869,16162,2.794,The Best Man,6.7,57
2870,8649,7.411,Bringing Out the Dead,6.6,385
2872,10563,5.285,Three to Tango,5.5,109
2873,14484,2.202,Body Shots,5.1,33
2877,15247,5.286,The Ipcress File,7.0,123
2879,5548,14.565,RoboCop,7.1,2279
2880,5549,8.44,RoboCop 2,5.8,761
2881,856,14.286,Who Framed Roger Rabbit,7.4,2675
2883,699,15.215,For Your Eyes Only,6.5,780
2884,709,14.554,Licence to Kill,6.1,858
2885,253,14.202,Live and Let Die,6.5,841
2886,13511,3.005,Rawhead Rex,5.2,41
2887,660,15.983,Thunderball,6.7,936
2889,11377,7.401,House on Haunted Hill,5.5,354
2890,26149,4.049,Music of the Heart,6.7,88
2891,492,8.247,Being John Malkovich,7.4,1913
2893,128,14.655,Princess Mononoke,8.3,3496
2895,8672,4.62,My Best Fiend,7.6,72
2896,8056,4.861,Train of Life,7.5,114
2897,2020,9.103,The Bachelor,4.7,132
2898,9481,9.861,The Bone Collector,6.7,1485
2899,9008,9.104,The Insider,7.5,776
2900,14242,5.574,American Movie,7.9,101
2901,16129,5.309,Last Night,7.0,60
2903,11489,4.491,Rosetta,7.2,86
2906,18111,6.079,Bride of Re-Animator,6.1,121
2908,11223,6.314,Coma,6.8,146
2909,16281,8.923,Creepshow,6.8,373
2910,16288,7.752,Creepshow 2,6.0,207
2911,1694,8.281,Re-Animator,7.1,450
2912,476,5.992,Drugstore Cowboy,7.2,184
2914,13555,5.359,The Funhouse,5.8,116
2915,961,7.367,The General,8.1,418
2917,24831,5.65,Piranha,5.7,222
2920,25560,4.443,The Taming of the Shrew,7.2,59
2921,21610,6.199,Nighthawks,6.3,139
2922,11878,7.888,Yojimbo,8.1,517
2923,11510,3.558,Repossessed,4.9,78
2924,11234,7.541,The Omega Man,6.2,208
2925,957,14.59,Spaceballs,6.8,1455
2926,11886,11.908,Robin Hood,7.2,2191
2929,11040,7.918,Little Big Man,7.6,227
2930,21849,3.108,A Face in the Crowd,7.6,69
2931,1621,12.29,Trading Places,7.1,1415
2932,14035,6.114,Meatballs,5.9,119
2936,11498,6.73,Dead Again,6.5,150
2937,11790,4.692,Peter's Friends,6.9,67
2942,19052,1.124,Light It Up,6.9,12
2943,21349,5.343,Anywhere But Here,6.2,117
2944,1832,10.457,Dogma,6.9,1261
2945,10047,8.433,The Messenger: The Story of Joan of Arc,6.3,660
2946,10228,13.987,Pokémon: The First Movie - Mewtwo Strikes Back,6.8,635
2948,18561,2.189,Oxygen,5.7,25
2952,11663,6.075,The Commitments,7.4,219
2953,13485,4.602,Holiday Inn,7.4,85
2954,9289,7.776,The Longest Day,7.5,388
2955,9264,6.663,Poison Ivy,5.3,137
2956,18222,4.092,Poison Ivy: The New Seduction,4.3,37
2958,11165,6.397,Tora! Tora! Tora!,7.0,209
2959,4203,7.167,Women on the Verge of a Nervous Breakdown,7.4,277
2960,24226,6.079,The Verdict,7.5,221
2962,11379,7.378,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.3,159
2964,2039,7.554,Moonstruck,6.8,323
2966,11943,6.317,Jeremiah Johnson,7.5,207
2967,11481,6.325,Repulsion,7.5,387
2968,2690,5.978,Irma la Douce,7.7,134
2969,20565,1.252,42 Up,7.4,17
2971,10399,6.608,Mansfield Park,6.8,155
2973,2668,12.419,Sleepy Hollow,7.0,3258
2975,99,6.505,All About My Mother,7.6,648
2978,25898,1.884,Babes in Toyland,6.8,43
2979,9647,8.22,Scrooged,6.8,639
2980,11787,5.765,Harvey,7.8,258
2981,5156,8.264,Bicycle Thieves,8.2,826
2982,24276,2.718,Matewan,7.2,41
2983,11953,6.969,Kagemusha,7.9,242
2986,26371,6.126,Maurice,7.6,123
2987,596,6.625,The Grapes of Wrath,7.9,357
2989,20334,6.116,The Shop Around the Corner,7.9,195
2990,11393,7.695,The Natural,7.1,233
2992,293,6.628,A River Runs Through It,7.2,418
2993,10998,9.637,Fatal Attraction,6.7,558
2994,12235,5.36,Jagged Edge,6.5,100
2996,9013,6.468,Midnight Run,7.2,383
2997,11005,8.163,Awakenings,7.7,1039
2999,2924,8.915,Backdraft,6.5,564
3000,177,7.827,The Fisher King,7.3,577
3003,13681,2.971,Places in the Heart,7.3,46
3005,9946,13.91,End of Days,5.7,772
3006,863,18.918,Toy Story 2,7.5,7070
3009,22267,5.872,Ride with the Devil,6.6,75
3011,5486,6.867,A Bay of Blood,6.5,117
3012,10411,5.624,The Distinguished Gentleman,5.8,116
3014,1718,1.605,Santa Fe Trail,5.6,5
3016,15506,1.658,Agnes Browne,6.3,15
3017,20024,5.23,The End of the Affair,6.7,95
3019,13787,4.622,Holy Smoke,5.5,82
3021,9684,4.557,Sweet and Lowdown,6.9,187
3022,9586,7.025,The Bonfire of the Vanities,5.5,200
3026,777,7.707,Grand Illusion,7.8,214
3027,21887,2.28,The Great Santini,7.2,24
3028,5652,0.6,The James Dean Story,6.2,6
3029,19664,1.884,The Sea Wolves,5.5,29
3034,18161,2.525,U2: Rattle and Hum,7.0,36
3038,10402,8.333,Deuce Bigalow: Male Gigolo,5.5,562
3039,497,22.623,The Green Mile,8.4,7686
3040,1715,7.057,The Cider House Rules,7.0,499
3043,26162,0.6,The Bat Whispers,7.0,5
3044,25188,5.679,The Last Picture Show,7.8,226
3045,15515,5.846,The 7th Voyage of Sinbad,6.9,92
3047,1439,6.848,Anna and the King,6.7,347
3048,2277,8.697,Bicentennial Man,7.1,1795
3049,10137,12.361,Stuart Little,5.9,2063
3050,10387,3.333,The Emperor and the Assassin,7.2,35
3052,334,7.984,Magnolia,7.7,1453
3057,22213,3.247,Boiling Point,5.1,40
3060,624,8.028,Easy Rider,7.1,768
3061,26578,5.188,The Falcon and the Snowman,6.7,62
3065,9563,6.373,Any Given Sunday,6.8,760
3066,1850,5.88,Man on the Moon,7.2,787
3067,926,20.875,Galaxy Quest,7.0,1064
3068,1213,9.493,The Talented Mr. Ripley,7.2,1279
3069,10471,8.305,Next Friday,6.4,227
3070,10400,7.182,The Hurricane,7.4,629
3071,10397,5.539,Angela's Ashes,7.0,106
3072,20761,4.356,Play It to the Bone,5.7,76
3073,12524,5.384,Titus,6.5,110
3077,10219,6.296,Snow Falling on Cedars,6.3,54
3078,3558,8.939,"Girl, Interrupted",7.6,1395
3081,17908,5.871,My Dog Skip,6.5,122
3082,10384,6.436,Supernova,4.9,153
3086,10236,6.017,The Way We Were,7.2,178
3088,632,7.427,Stalag 17,7.8,230
3089,11851,5.71,The Presidio,5.8,121
3090,5924,9.575,Papillon,8.0,786
3092,14886,6.413,The Last Detail,7.2,133
3093,26617,4.89,Five Easy Pieces,7.3,186
3094,11900,2.571,Even Dwarfs Started Small,6.4,44
3095,10493,7.201,Dead Calm,6.7,304
3096,16241,6.178,The Boys from Brazil,6.7,151
3098,22160,3.965,Against All Odds,5.6,57
3099,4460,1.822,The Snows of Kilimanjaro,6.0,31
3100,9644,8.343,National Lampoon's Loaded Weapon 1,5.8,265
3102,13342,10.549,Fast Times at Ridgemont High,7.0,518
3104,21256,1.193,Born to Win,5.9,9
3105,14919,7.105,Batman: Mask of the Phantasm,7.5,385
3106,14040,2.903,American Flyers,6.2,46
3108,17343,3.704,Vampyros Lesbos,5.3,43
3109,22692,5.166,A Star Is Born,7.0,58
3111,2990,6.097,Pacific Heights,6.2,129
3113,10831,4.386,The Draughtsman's Contract,7.1,73
3114,21193,0.84,Carmen,6.4,11
3116,16672,5.957,Woman in the Dunes,8.3,138
3117,10472,4.228,Down to You,5.0,116
3122,21489,4.881,The Odessa File,6.9,74
3127,13005,3.222,Where the Buffalo Roam,6.3,62
3130,18681,4.374,Eye of the Beholder,5.1,66
3132,20468,1.349,The Big Tease,5.7,11
3133,14521,0.937,The Cup,6.5,16
3135,10406,7.893,Encino Man,5.7,297
3136,14741,3.274,The Goodbye Girl,7.2,56
3138,1883,7.688,Malcolm X,7.5,641
3139,2005,8.19,Sister Act,6.7,1440
3140,6279,7.676,Sister Act 2: Back in the Habit,6.2,765
3141,11087,6.144,The Hand that Rocks the Cradle,6.6,345
3142,7305,6.154,Alive,6.7,623
3143,24735,2.884,Agnes of God,6.4,51
3144,9475,7.76,Scent of a Woman,7.6,1268
3145,8872,7.864,Wayne's World,6.6,1107
3146,8873,6.9,Wayne's World 2,5.9,450
3147,11287,9.733,A League of Their Own,7.0,610
3148,9869,10.509,Patriot Games,6.6,679
3149,619,9.305,The Bodyguard,6.4,1211
3150,9374,8.361,Death Becomes Her,6.6,1132
3151,11259,7.14,Far and Away,6.5,488
3152,8293,4.915,Howards End,7.2,187
3153,11068,6.712,Singles,6.6,155
3154,1923,9.142,Twin Peaks: Fire Walk with Me,7.4,789
3155,10158,9.496,White Men Can't Jump,6.4,499
3156,10206,10.699,Buffy the Vampire Slayer,5.4,334
3157,11782,6.958,Hard Boiled,7.6,277
3158,10086,7.009,Man Bites Dog,7.4,339
3159,9367,7.345,El Mariachi,6.6,406
3160,9876,11.641,Stop! Or My Mom Will Shoot,4.9,388
3161,10326,6.388,Forever Young,6.2,383
3162,16562,6.531,The Cutting Edge,6.6,99
3163,9609,7.09,Of Mice and Men,7.3,269
3164,12143,7.682,Bad Lieutenant,7.2,283
3165,4234,12.1,Scream 3,5.8,1332
3166,9605,5.118,Single White Female,6.2,221
3167,8374,9.064,The Boondock Saints,7.3,1224
3175,24349,1.039,Minnie and Moskowitz,6.8,27
3177,1907,9.006,The Beach,6.4,2199
3178,15489,5.604,Snow Day,4.9,91
3179,15655,6.518,The Tigger Movie,6.4,245
3184,22342,3.062,The Big Combo,7.3,45
3188,25934,7.022,"To Sir, with Love",7.7,115
3190,14181,5.366,Boiler Room,6.7,288
3191,10385,5.399,Hanging Up,5.3,80
3192,2787,6.914,Pitch Black,6.8,2513
3193,2069,9.55,The Whole Nine Yards,6.4,862
3196,14839,3.639,Blue Collar,7.4,45
3199,901,8.239,City Lights,8.4,805
3200,25010,3.112,The Flamingo Kid,6.3,29
3202,10098,7.868,The Kid,8.2,772
3203,18264,4.102,The Man from Laramie,7.1,72
3208,2155,7.996,Reindeer Games,5.5,277
3209,11004,8.815,Wonder Boys,7.1,261
3210,25212,0.781,Deterrence,6.4,11
3212,139,1.81,Mifune,7.0,30
3215,20682,4.191,Chain of Fools,6.0,32
3216,25166,5.057,Drowning Mona,5.5,66
3217,1831,3.602,The Next Best Thing,4.5,57
3218,10416,7.146,What Planet Are You From?,5.5,61
3219,14271,2.671,Beyond the Mat,7.9,26
3220,4816,7.45,Ghost Dog: The Way of the Samurai,7.3,508
3221,19958,1.923,The Year My Voice Broke,7.3,14
3223,2193,5.801,My Tutor,5.7,26
3226,11016,7.498,Key Largo,7.7,185
3227,23020,2.024,Jail Bait,4.2,16
3230,20423,4.503,For All Mankind,8.3,48
3231,10839,6.323,Cross of Iron,7.0,142
3233,24481,3.717,Born Yesterday,7.0,51
3234,11296,5.048,Birdy,7.3,192
3239,14280,4.204,Never Cry Wolf,7.2,49
3246,2067,8.046,Mission to Mars,5.9,611
3247,622,8.755,The Ninth Gate,6.4,1324
3250,12186,4.9,Defending Your Life,7.0,102
3251,20283,4.865,Breaking Away,7.4,101
3252,5693,6.258,Hoosiers,7.2,212
3253,287,8.116,Bull Durham,6.8,245
3254,968,9.062,Dog Day Afternoon,7.8,1157
3255,838,9.244,American Graffiti,7.1,582
3256,16958,6.651,The Asphalt Jungle,7.6,166
3257,3114,9.576,The Searchers,7.8,548
3259,12501,5.508,The Big Country,7.9,107
3260,22650,4.794,Any Number Can Win,7.0,41
3263,15873,4.7,The Bridge at Remagen,6.8,54
3266,25392,2.321,Destination Moon,6.2,30
3268,22178,3.422,Hangmen Also Die!,7.0,41
3275,8333,7.555,The Taking of Pelham One Two Three,7.6,160
3276,19259,4.138,Volunteers,5.5,55
3277,820,8.317,JFK,7.7,838
3278,11718,5.345,Who's Harry Crumb?,5.5,117
3279,8989,8.033,Harry and the Hendersons,5.7,266
3282,26827,6.273,Who's That Girl,5.2,88
3283,11157,6.068,She-Devil,5.8,159
3285,918,5.736,Blind Date,5.8,195
3287,11176,6.125,The Muppet Movie,7.1,235
3288,14900,6.972,The Great Muppet Caper,7.0,110
3289,11899,6.861,The Muppets Take Manhattan,6.5,153
3291,18890,7.29,We're Back! A Dinosaur's Story,5.9,191
3292,19736,1.771,Baby: Secret of the Lost Legend,5.4,37
3294,24575,3.074,Raise the Titanic,5.3,34
3295,16535,3.393,Titanic,6.4,39
3296,10971,4.487,A Night to Remember,7.6,76
3297,23928,2.809,Captain Horatio Hornblower R.N.,6.6,39
3299,462,7.37,Erin Brockovich,7.3,1384
3300,9532,11.91,Final Destination,6.5,2560
3303,2383,6.789,The Bear,7.0,180
3304,25503,2.295,Impact,6.3,9
3306,1396,6.96,Mirror,8.1,284
3307,11570,4.307,The Crimson Pirate,7.0,44
3308,1541,8.715,Thelma & Louise,7.4,1364
3310,17443,5.704,...And Justice for All,7.1,175
3311,8469,6.958,Animal House,7.1,710
3314,925,7.324,Do the Right Thing,7.8,554
3316,1713,6.153,Jungle Fever,6.3,126
3317,26170,6.711,Coogan's Bluff,6.5,118
3320,13939,7.438,Death Wish,6.9,279
3321,14373,6.314,Death Wish II,6.2,138
3322,24873,5.672,Death Wish 3,6.0,124
3323,26263,5.395,Death Wish 4: The Crackdown,5.5,90
3325,996,9.912,Double Indemnity,8.2,694
3326,9079,6.166,Dying Young,6.2,180
3327,1496,2.34,Cool as Ice,4.2,46
3328,1498,8.334,Teenage Mutant Ninja Turtles,6.5,745
3329,1497,10.144,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.0,440
3330,1499,9.312,Teenage Mutant Ninja Turtles III,5.2,303
3331,1880,7.098,Red Dawn,6.3,332
3334,11690,11.209,Bloodsport,6.7,635
3338,801,7.665,"Good Morning, Vietnam",7.3,1138
3340,11520,7.02,Grumpy Old Men,6.6,257
3341,1879,7.156,Guess Who's Coming to Dinner,7.7,295
3342,2085,8.829,Romeo Must Die,5.9,518
3343,13539,4.662,Here on Earth,5.5,80
3344,16222,5.531,Whatever It Takes,5.4,96
3346,17078,2.175,The Color of Paradise,7.4,52
3351,9960,5.916,Lord of the Flies,6.8,253
3352,3082,7.093,Modern Times,8.3,1627
3354,2102,1.348,Solar Crisis,4.5,10
3356,12187,5.527,Heart and Souls,6.7,147
3357,24748,5.716,Hud,7.6,98
3358,990,7.047,The Hustler,7.8,394
3359,1908,6.239,Inherit the Wind,7.8,143
3360,9764,6.143,Dersu Uzala,8.2,154
3361,840,19.688,Close Encounters of the Third Kind,7.3,1872
3364,26689,4.096,Retroactive,5.9,62
3365,25673,5.219,A Place in the Sun,7.4,141
3366,2291,6.692,Jacob's Ladder,7.4,622
3367,13531,7.031,Empire Records,6.7,293
3368,16620,7.02,La Bamba,6.8,212
3369,526,8.773,Ladyhawke,7.0,503
3370,13346,5.501,Lucas,6.5,78
3371,243,7.473,High Fidelity,7.2,951
3372,10501,11.46,The Road to El Dorado,7.2,1806
3373,11478,5.68,The Skulls,5.7,258
3375,24212,1.572,Devil Girl from Mars,5.1,12
3376,6644,5.67,El Dorado,7.4,163
3378,879,10.084,Hook,6.8,2762
3383,17529,5.791,True Grit,7.4,313
3386,1793,1.697,Max Dugan Returns,6.5,22
3387,11327,8.147,Midnight Express,7.7,587
3388,1700,9.609,Misery,7.7,2001
3392,593,8.226,Solaris,7.9,617
3393,10774,8.786,Network,7.9,650
3394,10083,6.821,No Way Out,7.1,269
3396,11356,4.896,The Odd Couple,7.7,206
3397,10747,9.798,The Outlaw Josey Wales,7.5,461
3399,10559,7.99,Frequency,7.1,757
3400,20697,5.547,Ready to Rumble,4.8,70
3401,2621,6.05,Return to Me,6.2,99
3402,10479,7.895,Rules of Engagement,6.1,263
3405,2006,3.219,"Bell, Book and Candle",6.4,63
3408,17339,8.639,Force 10 from Navarone,6.4,130
3409,26879,1.4,How to Stuff a Wild Bikini,6.3,11
3410,11305,6.409,Mystery Train,7.3,149
3413,13665,5.693,Arthur,6.4,172
3414,12309,7.826,Bachelor Party,5.9,238
3415,1552,8.415,Parenthood,6.7,257
3416,106,15.704,Predator,7.4,3513
3417,10333,6.781,The Prince of Tides,6.5,98
3418,11027,8.966,The Postman Always Rings Twice,6.5,195
3422,10468,7.32,28 Days,6.0,382
3423,1359,13.193,American Psycho,7.3,3809
3424,4967,6.314,Keeping the Faith,6.0,277
3426,10557,5.289,East Is East,6.6,97
3428,19214,1.436,Passion of Mind,5.7,13
3431,13776,6.258,Diner,6.9,121
3432,26291,2.802,Shakes the Clown,5.7,31
3433,10784,5.878,Cabaret,7.5,369
3434,10242,8.195,What Ever Happened to Baby Jane?,8.1,398
3436,16347,2.491,Auntie Mame,7.1,42
3437,4825,5.4,Guys and Dolls,6.8,81
3438,11654,5.453,The Hunger,6.5,194
3439,10518,6.591,Marathon Man,7.4,377
3440,11977,8.774,Caddyshack,6.7,547
3441,18041,5.483,Gossip,5.5,96
3442,14736,6.062,Love & Basketball,7.3,158
3443,3536,12.605,U-571,6.3,520
3444,1443,8.079,The Virgin Suicides,7.1,1435
3445,10424,6.817,Jennifer Eight,6.0,132
3451,9456,7.997,The Crow: Salvation,5.0,130
3452,889,7.138,The Flintstones in Viva Rock Vegas,4.5,300
3453,10564,6.9,Where the Heart Is,7.0,318
3454,15723,6.26,The Big Kahuna,6.9,157
3455,19600,0.737,Bossa Nova,6.1,11
3457,452,10.288,The Idiots,6.6,211
3464,12476,5.121,The Hidden,6.8,130
3465,5241,3.863,Two Moon Junction,5.1,39
3466,98,20.813,Gladiator,8.1,9096
3467,21311,3.162,I Dreamed of Africa,5.6,32
3469,11129,5.368,Human Traffic,6.8,153
3472,1058,4.693,Breathless,5.8,98
3475,16395,5.744,Inferno,6.7,205
3477,5608,1.076,"The Nibelungs, Tale 1: Siegfried",6.0,7
3479,13105,6.653,Mr. Mom,6.5,118
3480,22501,2.978,Time Masters,7.6,53
3481,5491,11.39,Battlefield Earth,3.0,378
3482,10560,5.556,Center Stage,6.8,152
3483,19489,2.162,Held Up,4.8,16
3484,19419,2.406,Screwed,5.4,31
3485,23531,1.725,Whipped,3.7,19
3486,10688,3.811,Hamlet,5.9,53
3487,17889,3.895,Anchors Aweigh,7.0,69
3488,18228,3.251,Blue Hawaii,5.5,47
3490,18642,1.846,G.I. Blues,6.6,24
3493,18644,2.421,King Creole,6.7,27
3496,5683,6.808,Pee-wee's Big Adventure,6.4,356
3498,2094,2.246,Roustabout,5.8,17
3499,14906,5.64,Saludos Amigos,5.9,128
3500,16176,1.939,The Slipper and the Rose,7.0,24
3502,12518,6.6,Honeymoon in Vegas,5.5,120
3503,10567,9.725,Dinosaur,6.4,1088
3504,10642,4.947,Loser,5.1,188
3505,9285,8.742,Road Trip,6.0,863
3506,10569,6.023,Small Time Crooks,6.4,250
3507,21879,1.949,The Hollywood Knights,6.5,22
3509,21484,8.063,Possession,7.3,294
3510,24918,2.062,The Twelve Chairs,6.5,42
3511,955,13.517,Mission: Impossible II,6.0,3337
3512,8584,7.359,Shanghai Noon,6.3,1240
3514,11332,2.274,8 ½ Women,6.3,19
3515,16093,5.274,Carnival of Souls,6.8,149
3517,962,5.942,The Gold Rush,8.0,570
3518,5483,3.385,Lisa and the Devil,6.2,39
3519,21060,2.069,It's in the Water,6.4,10
3521,668,13.474,On Her Majesty's Secret Service,6.6,755
3522,23518,4.288,Seven Days in May,7.2,65
3523,691,13.008,The Spy Who Loved Me,6.7,795
3526,698,13.548,Moonraker,6.1,850
3527,682,13.979,The Man with the Golden Gun,6.4,841
3531,22994,1.677,The Fighting Seabees,6.5,19
3533,499,5.175,Cléo from 5 to 7,7.7,115
3534,9600,11.237,Big Momma's House,5.7,1044
3537,2768,8.373,American Gigolo,6.0,237
3540,24920,5.991,City of the Living Dead,6.1,139
3541,21,2.951,The Endless Summer,7.9,43
3542,10911,7.496,The Guns of Navarone,7.5,291
3543,10102,5.57,La Grande Bouffe,7.1,155
3547,26278,3.354,Quatermass II,6.4,45
3556,6003,7.267,Romeo and Juliet,7.4,267
3557,23939,4.898,Stay Tuned,6.0,70
3559,11072,11.759,Blazing Saddles,7.3,896
3560,23069,3.227,Benji,6.0,57
3561,21299,2.317,Benji the Hunted,6.3,45
3563,13368,7.039,White Christmas,7.3,207
3564,985,6.671,Eraserhead,7.6,940
3565,14002,6.463,Baraka,8.2,230
3566,541,5.328,The Man with the Golden Arm,7.1,77
3567,21137,1.698,The Decline of Western Civilization,7.4,36
3569,938,10.616,For a Few Dollars More,8.0,1635
3570,10648,9.828,Magnum Force,7.1,396
3571,11368,7.878,Blood Simple,7.4,510
3572,10875,6.832,The Fabulous Baker Boys,6.5,131
3573,2075,5.512,Prizzi's Honor,6.5,136
3574,1551,8.769,Flatliners,6.4,690
3575,22500,3.807,Gandahar,7.3,41
3576,10246,8.185,Porky's,6.1,288
3577,19698,5.931,Porky's II: The Next Day,5.3,110
3578,23919,6.762,Porky's 3: Revenge,5.1,86
3579,18835,5.012,Private School,5.2,46
3580,26554,4.057,Class of Nuke 'Em High,5.4,63
3581,15239,5.153,The Toxic Avenger,6.4,185
3584,15762,6.916,Night of the Creeps,6.6,176
3585,169,12.842,Predator 2,6.0,1247
3586,865,9.304,The Running Man,6.5,1040
3587,9663,5.823,Starman,6.8,332
3588,26889,1.647,The Brother from Another Planet,6.7,31
3589,10128,5.663,Alien Nation,6.0,127
3590,9659,10.316,Mad Max,6.7,1922
3591,8810,10.951,Mad Max 2,7.4,1580
3592,9355,10.201,Mad Max Beyond Thunderdome,6.1,1234
3593,1727,7.312,Bird on a Wire,6.1,330
3594,635,8.919,Angel Heart,7.2,592
3595,10068,10.557,Nine 1/2 Weeks,5.9,348
3596,11495,5.977,Firestarter,6.1,247
3597,11428,5.447,Sleepwalkers,5.3,172
3598,10117,5.086,Action Jackson,5.2,80
3600,25562,5.363,Soapdish,6.0,100
3605,9679,11.388,Gone in Sixty Seconds,6.2,2199
3606,24587,1.586,American Pimp,6.3,19
3608,17771,2.556,Sunshine,6.7,44
